ISO,Year,Indicator,Description,Source,URL,From,Imputed,Value,Country
LVA,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06633014002637194,Latvia
LVA,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06686225650928705,Latvia
LVA,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07548837807478292,Latvia
LVA,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07178693839966813,Latvia
LVA,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06105513307737016,Latvia
LVA,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.061151636566885215,Latvia
LVA,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06274180920226531,Latvia
LVA,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06507510715801318,Latvia
LVA,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06499202780387878,Latvia
LVA,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0653254687883449,Latvia
LVA,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06579448691621889,Latvia
LVA,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05891560711170296,Latvia
LVA,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.056517962994421675,Latvia
LVA,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.056517962994421675,Latvia
LVA,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.056517962994421675,Latvia
LVA,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.056517962994421675,Latvia
MAC,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.004223796297216602,Macao
MAC,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0034756708935355265,Macao
MAC,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.004492245374926881,Macao
MAC,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.003386619821800045,Macao
MAC,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.002234070863560533,Macao
MAC,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.004818256230429243,Macao
MAC,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.006690703682112879,Macao
MAC,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.004396362370867564,Macao
MAC,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0018486747212085773,Macao
MAC,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0017602059966475485,Macao
MAC,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Macao
MAC,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Macao
MAC,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Macao
MAC,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Macao
MAR,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.029695840826017183,Morocco
MAR,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03054150320105589,Morocco
MAR,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03405152983193068,Morocco
MAR,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.040993327674520325,Morocco
MAR,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.050872611707189534,Morocco
MAR,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03646027914139754,Morocco
MAR,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05486313258118717,Morocco
MAR,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08261802044439093,Morocco
MAR,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.025297536815246,Morocco
MAR,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.026773837504434597,Morocco
MAR,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.031432128483963824,Morocco
MAR,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03677199510112627,Morocco
MAR,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.007662371357522078,Morocco
MAR,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.01570722791724476,Morocco
MAR,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.013945868148390616,Morocco
MAR,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.01658475603101513,Morocco
MAR,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02414047353008169,Morocco
MAR,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02414047353008169,Morocco
MAR,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.02414047353008169,Morocco
MAR,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.02414047353008169,Morocco
MAR,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.02414047353008169,Morocco
MDA,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04970420319239083,Moldova
MDA,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04077551904117385,Moldova
MDA,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04369644457674665,Moldova
MDA,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03752709819485254,Moldova
MDA,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.059867709263828464,Moldova
MDA,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04396682766772884,Moldova
MDA,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04856399329739528,Moldova
MDA,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03720095087927487,Moldova
MDA,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03494017977327763,Moldova
MDA,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04228736435953765,Moldova
MDA,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03981665398880815,Moldova
MDA,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04125957833324997,Moldova
MDA,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04125957833324997,Moldova
MDA,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04445096703431565,Moldova
MDA,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04220815986223747,Moldova
MDA,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04695432395103948,Moldova
MDA,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04772446752064076,Moldova
MDA,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04779030866386577,Moldova
MDA,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04779030866386577,Moldova
MDA,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04779030866386577,Moldova
MDA,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04779030866386577,Moldova
MDG,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04902957990452735,Madagascar
MDG,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04902957990452735,Madagascar
MDG,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.039444394201362386,Madagascar
MDG,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0322064435083051,Madagascar
MDG,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.026907710483716332,Madagascar
MDG,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.047540607994902125,Madagascar
MDG,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027027592328544587,Madagascar
MDG,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.027027592328544587,Madagascar
MDG,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.027027592328544587,Madagascar
MDG,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.027027592328544587,Madagascar
MDV,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Maldives
MDV,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Maldives
MDV,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Maldives
MDV,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Maldives
MEX,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08387270100488843,Mexico
MEX,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0243060747310667,Mexico
MEX,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06916488206137154,Mexico
MEX,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07997266428647315,Mexico
MEX,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08358333670270758,Mexico
MEX,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08913966205040334,Mexico
MEX,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08848261073927285,Mexico
MEX,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0848869281921037,Mexico
MEX,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08239749146542112,Mexico
MEX,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08438414091053888,Mexico
MEX,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08520958494463303,Mexico
MEX,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08208922327311237,Mexico
MEX,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.08208922327311237,Mexico
MEX,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.08208922327311237,Mexico
MEX,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.08208922327311237,Mexico
MLT,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03320222582928318,Malta
MLT,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.041445941531675135,Malta
MLT,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.035971646302253836,Malta
MLT,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.038851487774677264,Malta
MLT,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06574075185802294,Malta
MLT,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0636592787972694,Malta
MLT,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07820170882956487,Malta
MLT,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05088778404796973,Malta
MLT,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.054718532110119115,Malta
MLT,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.004964058982402035,Malta
MLT,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0006622155439782325,Malta
MLT,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.00023460190761863246,Malta
MLT,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.002484204087489543,Malta
MLT,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0035293875385116174,Malta
MLT,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.00022894052914847402,Malta
MLT,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0034356556213213612,Malta
MLT,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Malta
MLT,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0008590994566483716,Malta
MLT,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0008590994566483716,Malta
MLT,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0008590994566483716,Malta
MLT,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0008590994566483716,Malta
MMR,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Myanmar
MMR,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.002342585317603297,Myanmar
MMR,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06679340282026623,Myanmar
MMR,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06679340282026623,Myanmar
MMR,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06679340282026623,Myanmar
MMR,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06679340282026623,Myanmar
MNE,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02623149514500031,Montenegro
MNE,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0165338624751085,Montenegro
