ISO,Country,Year,Value,Indicator,From,Description,URL,Source,Region,Continent,Variable Type,Dimension
PHL,Philippines,1991,0.00315789473684211,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1992,0.00473484848484849,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1993,0.00844594594594595,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1996,0.0171428571428571,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1997,0.0136476426799007,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1998,0.0137931034482759,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,1999,0.009433962264150941,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2000,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2001,0.0909090909090909,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2002,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2003,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2004,0.0333333333333333,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2005,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2006,0.0588235294117647,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2007,0.0588235294117647,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2008,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2009,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2010,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2011,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2012,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2013,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2014,0.019016393442623,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2015,0.0135941644562334,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2016,0.0189486552567237,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PHL,Philippines,2017,0.0151860288534548,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,South-Eastern Asia,Asia,Full Indicator,Green Economic Opportunities
PRT,Portugal,1980,0.0114873035066505,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1981,0.0105953582240161,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1982,0.0121564482029598,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1983,0.0101876675603217,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1984,0.0109829763866008,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1985,0.0107474352711285,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1986,0.00654511453950444,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1987,0.00992063492063492,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1988,0.0120824449182658,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1989,0.0161518843865118,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1990,0.0120087336244541,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1991,0.0144528561596697,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1992,0.008375209380234509,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1993,0.0153937240970989,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1994,0.023963133640553,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1995,0.026431718061674,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1996,0.0113636363636364,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1997,0.0308641975308642,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1998,0.0205479452054794,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,1999,0.0454545454545455,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2000,0.0136054421768707,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2001,0.0181818181818182,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2002,0.0297619047619048,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2003,0.028169014084507005,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2004,0.037037037037037,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2005,0.0261437908496732,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2006,0.0204081632653061,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2007,0.0613718411552347,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2008,0.0176991150442478,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2009,0.00996677740863787,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2010,0.0350194552529183,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2011,0.024,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2012,0.0223048327137546,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2013,0.0112781954887218,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2014,0.03125,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2015,0.00884955752212389,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2016,0.0253164556962025,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
PRT,Portugal,2017,0.0256410256410256,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1980,0.013548951048951,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1981,0.00923981520369593,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1982,0.0145373217780263,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1983,0.0155098875533152,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1984,0.0140889167188478,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1985,0.0152173913043478,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1986,0.00822867042009528,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1987,0.0105263157894737,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1988,0.0147401086113266,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1989,0.0109409190371991,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1990,0.0151946818613485,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1991,0.0107681263460158,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1992,0.0128893662728249,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1993,0.0121710526315789,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1994,0.0185424752048297,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1995,0.0171149144254279,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1996,0.0283159463487332,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1997,0.0205415499533147,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1998,0.0255615801704105,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,1999,0.0292953285827395,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2000,0.0194552529182879,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2001,0.0216271884654995,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2002,0.0222222222222222,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2003,0.0165745856353591,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2004,0.0227596017069701,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2005,0.0222772277227723,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2006,0.0270935960591133,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2007,0.0253164556962025,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2008,0.029296875,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2009,0.0214395099540582,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2010,0.0297482837528604,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2011,0.0198087431693989,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2012,0.0239520958083832,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2013,0.0249597423510467,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2014,0.0311827956989247,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2015,0.037199124726477004,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2016,0.0241837968561064,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
ROU,Romania,2017,0.032,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Eastern Europe,Europe,Full Indicator,Green Economic Opportunities
SAU,Saudi Arabia,1980,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Asia,Asia,Full Indicator,Green Economic Opportunities
SAU,Saudi Arabia,1981,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Asia,Asia,Full Indicator,Green Economic Opportunities
SAU,Saudi Arabia,1982,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Asia,Asia,Full Indicator,Green Economic Opportunities
SAU,Saudi Arabia,1983,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Asia,Asia,Full Indicator,Green Economic Opportunities
